,sentence,sentence_with_entity,subject_entity,object_entity,설아,보림,재윤,치영,동진
288,특히 스핑크스는 이마에 주름이 잡혀있어 뭔가 걱정이 많은 듯한 특유의 노인네 같은 표정이 된다.,특히 <sbj:스핑크스>는 이마에 주름이 잡혀있어 뭔가 걱정이 많은 듯한 특유의 <obj:노인네 같은 표정>이 된다.,"{'start': 3, 'end': 6, 'text': '스핑크스', 'type': 'anm'}","{'start': 39, 'end': 47, 'text': '노인네 같은 표정', 'type': 'poh'}",anm:habit,anm:habit,anm:physical,anm:habit,anm:habit
289,스핑크스 고양이를 보면 피부를 만져보고 싶은 생각이 든다는 사람이 많다.,<sbj:스핑크스 고양이>를 보면 <obj:피부>를 만져보고 싶은 생각이 든다는 사람이 많다.,"{'start': 0, 'end': 7, 'text': '스핑크스 고양이', 'type': 'anm'}","{'start': 13, 'end': 14, 'text': '피부', 'type': 'poh'}",no_relation,no_relation,anm:physical,no_relation,anm:habit
290,첫번째 돌연변이 발생은 미국 미네소타 주 와디너의 어느 농장에서 떠돌이 고양이 ‘제자벨’이 털이 없는 암컷 새끼 고양이인 ‘에피더미’를 출산했을 때 일어났다.,첫번째 돌연변이 발생은 미국 미네소타 주 와디너의 어느 농장에서 떠돌이 고양이 <obj:‘제자벨’>이 털이 없는 암컷 새끼 고양이인 <sbj:‘에피더미’>를 출산했을 때 일어났다.,"{'start': 68, 'end': 73, 'text': '‘에피더미’', 'type': 'anm'}","{'start': 44, 'end': 48, 'text': '‘제자벨’', 'type': 'anm'}",anm:origin,anm:origin,no_relation,no_relation,no_relation
291,"스핑크스 고양이는 발정기의 콜링 목소리도 그리 심한 편이 아니고, 여러 마리의 다른 고양이와 같이 키워도 비교적 사이가 좋아 크게 문제를 일으키지 않는다.","<sbj:스핑크스 고양이>는 발정기의 <obj:콜링 목소리>도 그리 심한 편이 아니고, 여러 마리의 다른 고양이와 같이 키워도 비교적 사이가 좋아 크게 문제를 일으키지 않는다.","{'start': 0, 'end': 7, 'text': '스핑크스 고양이', 'type': 'anm'}","{'start': 15, 'end': 20, 'text': '콜링 목소리', 'type': 'poh'}",anm:habit,anm:habit,anm:physical,anm:habit,anm:habit
292,스핑크스 고양이는 장점이 많은 고양이인 반면에 키우면서 신경써야 할 일도 많다.,<sbj:스핑크스 고양이>는 <obj:장점>이 많은 고양이인 반면에 키우면서 신경써야 할 일도 많다.,"{'start': 0, 'end': 7, 'text': '스핑크스 고양이', 'type': 'anm'}","{'start': 10, 'end': 11, 'text': '장점', 'type': 'poh'}",no_relation,no_relation,no_relation,no_relation,anm:habit
293,"1978년에는 털이 없는 수컷 새끼 고양이 1마리와 암컷 새끼 고양이 2마리가 토론토 거리에서 구조되었으며, 오늘날 캐나다와 일부 유럽에서는 이를 스핑크스의 기원으로 보기도 한다.","1978년에는 털이 없는 수컷 새끼 고양이 1마리와 암컷 새끼 고양이 2마리가 토론토 거리에서 구조되었으며, 오늘날 <obj:캐나다>와 일부 유럽에서는 이를 <sbj:스핑크스>의 기원으로 보기도 한다.","{'start': 82, 'end': 85, 'text': '스핑크스', 'type': 'anm'}","{'start': 65, 'end': 67, 'text': '캐나다', 'type': 'loc'}",no_relation,no_relation,anm:origin,no_relation,anm:origin
294,"때문에 스핑크스 고양이는 어렸을 때부터 키우면 흔히 말하는 “개냥이”, “이불냥이”가 될 소질이 제일 많은 종이기도 하다.","때문에 <sbj:스핑크스 고양이>는 어렸을 때부터 키우면 흔히 말하는 <obj:“개냥이”>, “이불냥이”가 될 소질이 제일 많은 종이기도 하다.","{'start': 4, 'end': 11, 'text': '스핑크스 고양이', 'type': 'anm'}","{'start': 33, 'end': 37, 'text': '“개냥이”', 'type': 'poh'}",anm:habit,anm:habit,anm:habit,anm:habit,no_relation
295,시베리안 허스키는 알래스칸 맬러뮤트와 사모예드견처럼 허스키와 비교할 만한 역사를 지닌 다수의 스피츠 종과 외관상 많은 유사점을 지닌다.,<sbj:시베리안 허스키>는 알래스칸 맬러뮤트와 사모예드견처럼 허스키와 비교할 만한 역사를 지닌 다수의 <obj:스피츠 종>과 외관상 많은 유사점을 지닌다.,"{'start': 0, 'end': 7, 'text': '시베리안 허스키', 'type': 'anm'}","{'start': 52, 'end': 56, 'text': '스피츠 종', 'type': 'poh'}",no_relation,anm:physical,anm:physical,no_relation,no_relation
296,샴고양이는 주변의 온도와 체온이 색에 영향을 주는데 주변온도가 따뜻할수록 포인트는 뚜렷해진다.,<sbj:샴고양이>는 주변의 온도와 체온이 색에 영향을 주는데 <obj:주변온도>가 따뜻할수록 포인트는 뚜렷해진다.,"{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 29, 'end': 32, 'text': '주변온도', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,no_relation,no_relation
297,"일본의 만화 란마1/2에서, 중국인 여자 캐릭터 샴푸가 물을 뒤집어쓰면 변하게 되는 고양이의 품종이 바로 시암고양이다.","일본의 만화 란마1/2에서, 중국인 여자 캐릭터 <obj:샴푸>가 물을 뒤집어쓰면 변하게 되는 고양이의 품종이 바로 <sbj:시암고양이>다.","{'start': 59, 'end': 63, 'text': '시암고양이', 'type': 'anm'}","{'start': 27, 'end': 28, 'text': '샴푸', 'type': 'per'}",anm:origin,anm:origin,anm:origin,anm:alternate_name,anm:alternate_name
298,그래서 여왕은 하루 종일 샴고양이와 놀며 그의 시중을 들었다. 한 순간에 샴고양이는 여왕을 하녀로 만들어버렸던 것이다.,그래서 <obj:여왕>은 하루 종일 <sbj:샴고양이>와 놀며 그의 시중을 들었다. 한 순간에 샴고양이는 여왕을 하녀로 만들어버렸던 것이다.,"{'start': 14, 'end': 17, 'text': '샴고양이', 'type': 'anm'}","{'start': 4, 'end': 5, 'text': '여왕', 'type': 'per'}",anm:origin,no_relation,anm:origin,no_relation,no_relation
299,"샴고양이는 본래 단모종이지만, 발리니즈라 불리는 장모종도 존재한다.","<obj:샴고양이>는 본래 <sbj:단모종>이지만, 발리니즈라 불리는 장모종도 존재한다.","{'start': 9, 'end': 11, 'text': '단모종', 'type': 'org'}","{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'org'}",org:sub_group,org:sub_group,org:sub_group,org:sub_group,anm:alternate_name
300,여왕은 자신의 직위도 잊은 채 샴고양이를 헌신적으로 돌보았다.,<obj:여왕>은 자신의 직위도 잊은 채 <sbj:샴고양이>를 헌신적으로 돌보았다.,"{'start': 17, 'end': 20, 'text': '샴고양이', 'type': 'anm'}","{'start': 0, 'end': 1, 'text': '여왕', 'type': 'per'}",no_relation,no_relation,anm:origin,no_relation,no_relation
301,1884년 지금의 태국인 샴 왕국에서 왕의 선물로 받은 고양이 한 쌍을 영국총영사관이 유럽으로 가져오면서 유럽으로 전해지게 되었다.,1884년 지금의 태국인 샴 왕국에서 <obj:왕의 선물>로 받은 <sbj:고양이 한 쌍>을 영국총영사관이 유럽으로 가져오면서 유럽으로 전해지게 되었다.,"{'start': 31, 'end': 37, 'text': '고양이 한 쌍', 'type': 'anm'}","{'start': 21, 'end': 25, 'text': '왕의 선물', 'type': 'poh'}",anm:origin,anm:origin,anm:alternate_name,anm:origin,anm:alternate_name
302,1878년 샴왕국에 주재하던 영국 영사는 순수혈통으로 명예의 상징이 된 샴고양이 한 쌍을 선물 받았다.,1878년 <obj:샴왕국>에 주재하던 영국 영사는 순수혈통으로 명예의 상징이 된 <sbj:샴고양이> 한 쌍을 선물 받았다.,"{'start': 40, 'end': 43, 'text': '샴고양이', 'type': 'anm'}","{'start': 6, 'end': 8, 'text': '샴왕국', 'type': 'org'}",anm:origin,anm:origin,anm:origin,anm:origin,no_relation
303,샴고양이는 타이 왕실에서 키웠던 고양이이다.,<sbj:샴고양이>는 <obj:타이 왕실>에서 키웠던 고양이이다.,"{'start': 0, 'end': 3, 'text': '샴고양이', 'type': 'anm'}","{'start': 6, 'end': 10, 'text': '타이 왕실', 'type': 'org'}",anm:origin,anm:origin,anm:origin,no_relation,anm:origin
304,시추는 중국 티베트 지역이 원산으로 7세기 무렵 왕실에서 길러졌으며 서구에는 1930년경 알려졌다.,<sbj:시추>는 <obj:중국 티베트> 지역이 원산으로 7세기 무렵 왕실에서 길러졌으며 서구에는 1930년경 알려졌다.,"{'start': 0, 'end': 1, 'text': '시추', 'type': 'anm'}","{'start': 4, 'end': 9, 'text': '중국 티베트', 'type': 'loc'}",anm:habitat,anm:origin,anm:origin,anm:origin,anm:origin
305,그리고 열목어는 경기도와 충청북도의 한강수계 계류와 전라북도의 섬진강수계 계류와 경상북도의 낙동강수계 계류와 한강으로 흐르는 가평과 청평의 최상류 계류에 고루 서식했으나 현재는 거의 절멸된 상태다.,그리고 <sbj:열목어>는 경기도와 충청북도의 한강수계 계류와 전라북도의 섬진강수계 계류와 경상북도의 낙동강수계 계류와 한강으로 흐르는 가평과 청평의 최상류 <obj:계류>에 고루 서식했으나 현재는 거의 절멸된 상태다.,"{'start': 4, 'end': 6, 'text': '열목어', 'type': 'anm'}","{'start': 82, 'end': 83, 'text': '계류', 'type': 'loc'}",anm:origin,anm:origin,anm:habitat,anm:habitat,no_relation
306,열목어는 설악산과 오대산 천연보호구역에서도 보호받고 있다.,<sbj:열목어>는 <obj:설악산>과 오대산 천연보호구역에서도 보호받고 있다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 5, 'end': 7, 'text': '설악산', 'type': 'loc'}",no_relation,anm:habitat,anm:habitat,anm:habitat,no_relation
307,열목어는 봄이 되어 얼음이 녹으면 다시 상류로 올라가 물살이 세지 않고 바닥이 모래와 자갈로 된 수심 30-70cm 정도 되는 곳에 알을 낳는다.,<sbj:열목어>는 봄이 되어 얼음이 녹으면 다시 상류로 올라가 물살이 세지 않고 바닥이 모래와 자갈로 된 수심 30-70cm 정도 되는 곳에 <obj:알>을 낳는다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 74, 'end': 74, 'text': '알', 'type': 'poh'}",anm:physical,anm:habit,anm:physical,anm:habit,anm:habit
308,열목어는 몽골과 만주와 북한에서는 여전히 인기 많은 계류 낚시감이다.,<sbj:열목어>는 몽골과 만주와 북한에서는 여전히 인기 많은 <obj:계류 낚시감>이다.,"{'start': 0, 'end': 2, 'text': '열목어', 'type': 'anm'}","{'start': 29, 'end': 34, 'text': '계류 낚시감', 'type': 'poh'}",anm:role,anm:role,anm:role,anm:alternate_name,anm:role
309,오리너구리는 오스트레일리아와 태즈메이니아섬 토종의 반수서성 단공류(單孔類) 포유류의 일종이다.,<sbj:오리너구리>는 <obj:오스트레일리아>와 태즈메이니아섬 토종의 반수서성 단공류(單孔類) 포유류의 일종이다.,"{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 7, 'end': 13, 'text': '오스트레일리아', 'type': 'loc'}",anm:origin,anm:origin,org:sub_group,anm:habitat,anm:origin
310,오리너구리는 다른 단공류 포유류처럼 오리너구리 역시 전기수용을 통하여 먹이의 동작을 포착한다.,<sbj:오리너구리>는 다른 단공류 포유류처럼 오리너구리 역시 <obj:전기수용>을 통하여 먹이의 동작을 포착한다.,"{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 29, 'end': 32, 'text': '전기수용', 'type': 'poh'}",anm:habit,anm:physical,anm:habit,anm:physical,anm:habit
311,알에서 태어나지만 어미의 젖도 먹는다.,알에서 태어나지만 <sbj:어미>의 <obj:젖>도 먹는다.,"{'start': 10, 'end': 11, 'text': '어미', 'type': 'anm'}","{'start': 14, 'end': 14, 'text': '젖', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,no_relation,anm:habit
312,"오리너구리는 조류와 혼동되거나 조류와 포유류의 중간종이라는 오해를 받으나, 실제 유전적으로는 조류보다 파충류에 더 근접한 포유류이다.","<sbj:오리너구리>는 조류와 혼동되거나 조류와 <obj:포유류>의 중간종이라는 오해를 받으나, 실제 유전적으로는 조류보다 파충류에 더 근접한 포유류이다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'org'}","{'start': 21, 'end': 23, 'text': '포유류', 'type': 'org'}",no_relation,org:sub_group,no_relation,no_relation,no_relation
313,"오리를 닮은 부리, 비버를 닮은 꼬리, 수달을 닮은 발을 가진 다소 우스꽝스러운 외모에 알을 낳는 생태까지 겹쳐, 서구 박물학자들은 살아 있는 오리너구리를 확인하기 전까지, 1799년 학계에 기증된 오리너구리의 표본을 가리켜 다른 여러 동물들의 부위를 뒤섞어 조작해 놓은 가짜 표본이라고 의혹을 제기한 바도 있었다.","오리를 닮은 부리, 비버를 닮은 꼬리, 수달을 닮은 발을 가진 다소 우스꽝스러운 외모에 알을 낳는 생태까지 겹쳐, 서구 <obj:박물학자>들은 살아 있는 <sbj:오리너구리>를 확인하기 전까지, 1799년 학계에 기증된 오리너구리의 표본을 가리켜 다른 여러 동물들의 부위를 뒤섞어 조작해 놓은 가짜 표본이라고 의혹을 제기한 바도 있었다.","{'start': 80, 'end': 84, 'text': '오리너구리', 'type': 'anm'}","{'start': 67, 'end': 70, 'text': '박물학자', 'type': 'org'}",anm:origin,anm:origin,anm:origin,anm:origin,no_relation
314,"뉴사우스웨일즈주의 상징동물이기도 한 오리너구리는 20세기 초까지 모피를 얻고자 남획당했으나, 현재는 모든 서식지에서 법적으로 보호받고 있다.","뉴사우스웨일즈주의 <obj:상징동물>이기도 한 <sbj:오리너구리>는 20세기 초까지 모피를 얻고자 남획당했으나, 현재는 모든 서식지에서 법적으로 보호받고 있다.","{'start': 20, 'end': 24, 'text': '오리너구리', 'type': 'anm'}","{'start': 10, 'end': 13, 'text': '상징동물', 'type': 'anm'}",anm:origin,anm:role,anm:alternate_name,anm:role,anm:alternate_name
315,오리너구리의 생김새를 처음 본 영국 학자들은 장교가 새빨간 사기를 치고 있다고 여겼다.,<sbj:오리너구리>의 생김새를 처음 본 영국 <obj:학자들>은 장교가 새빨간 사기를 치고 있다고 여겼다.,"{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 20, 'end': 22, 'text': '학자들', 'type': 'org'}",no_relation,anm:origin,no_relation,no_relation,no_relation
316,"오르니토린쿠스 역시 그리스어 단어에서 따온 말로서, 새 주둥이라는 뜻을 갖고 있다.","<sbj:오르니토린쿠스> 역시 그리스어 단어에서 따온 말로서, <obj:새 주둥이>라는 뜻을 갖고 있다.","{'start': 0, 'end': 6, 'text': '오르니토린쿠스', 'type': 'anm'}","{'start': 29, 'end': 33, 'text': '새 주둥이', 'type': 'poh'}",anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:alternate_name,anm:origin
317,또한 아나티누스는 라틴어 형용사로 '오리를 닮은'이라는 뜻을 내포하고 있다.,또한 <obj:아나티누스>는 <sbj:라틴어> 형용사로 '오리를 닮은'이라는 뜻을 내포하고 있다.,"{'start': 10, 'end': 12, 'text': '라틴어', 'type': 'poh'}","{'start': 3, 'end': 7, 'text': '아나티누스', 'type': 'anm'}",org:sub_group,org:sub_group,org:sub_group,,no_relation
318,질감이 두더지의 체모와 매우 비슷한 오리너구리의 털은 낮은 기온에 대하여 단열·방수 효과가 매우 뛰어나다.,질감이 두더지의 체모와 매우 비슷한 <sbj:오리너구리>의 털은 낮은 기온에 대하여 <obj:단열·방수 효과>가 매우 뛰어나다.,"{'start': 20, 'end': 24, 'text': '오리너구리', 'type': 'anm'}","{'start': 41, 'end': 48, 'text': '단열·방수 효과', 'type': 'poh'}",anm:physical,anm:habit,anm:physical,anm:physical,anm:physical
319,"진수하강에 속한 다른 동물들이 체온을 37°C로 유지하는 데 반해, 오리너구리는 평균 체온 32°C를 유지한다.","<sbj:진수하강>에 속한 다른 동물들이 체온을 37°C로 유지하는 데 반해, <obj:오리너구리>는 평균 체온 32°C를 유지한다.","{'start': 0, 'end': 3, 'text': '진수하강', 'type': 'org'}","{'start': 38, 'end': 42, 'text': '오리너구리', 'type': 'org'}",no_relation,no_relation,no_relation,org:sub_group,no_relation
320,"수컷만이 독샘을 발달시키고 주로 번식기에 이 독의 분비가 활발해지기 때문에, 본 목적이 이 기간 동안 다른 수컷들에게 텃세를 부리기에는 제격인 공격 도구였을 것이라는 추정도 존재한다.","<sbj:수컷>만이 독샘을 발달시키고 주로 번식기에 이 독의 분비가 활발해지기 때문에, 본 목적이 이 기간 동안 다른 수컷들에게 <obj:텃세>를 부리기에는 제격인 공격 도구였을 것이라는 추정도 존재한다.","{'start': 0, 'end': 1, 'text': '수컷', 'type': 'anm'}","{'start': 66, 'end': 67, 'text': '텃세', 'type': 'poh'}",anm:habit,anm:origin,anm:habit,anm:habit,anm:habit
321,오리너구리가 속해 있는 단공류는 포유류 가운데 돌고래 같은 해양 포유류 몇몇을 제외하면 전기수용 능력을 가진 유일한 갈래이다.,오리너구리가 속해 있는 단공류는 포유류 가운데 <sbj:돌고래> 같은 해양 포유류 몇몇을 제외하면 <obj:전기수용> 능력을 가진 유일한 갈래이다.,"{'start': 26, 'end': 28, 'text': '돌고래', 'type': 'anm'}","{'start': 49, 'end': 52, 'text': '전기수용', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,no_relation,no_relation
322,단공류는 근육의 수축을 통해 생기는 미세 자기장을 탐지하는 것으로 먹이가 어디 있는지를 간파해 낼 수 있다.,<sbj:단공류>는 근육의 <obj:수축>을 통해 생기는 미세 자기장을 탐지하는 것으로 먹이가 어디 있는지를 간파해 낼 수 있다.,"{'start': 0, 'end': 2, 'text': '단공류', 'type': 'org'}","{'start': 9, 'end': 10, 'text': '수축', 'type': 'poh'}",anm:habit,anm:habit,no_relation,no_relation,anm:physical
323,"오리너구리는 전기수용을 통해 전기 신호가 오고 있는 방향 또한 파악할 수 있는데, 전기수용체로 흘러들어오는 신호의 세기나 파장을 구별할 수 있는 것으로 여겨진다.","<sbj:오리너구리>는 <obj:전기수용>을 통해 전기 신호가 오고 있는 방향 또한 파악할 수 있는데, 전기수용체로 흘러들어오는 신호의 세기나 파장을 구별할 수 있는 것으로 여겨진다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 7, 'end': 10, 'text': '전기수용', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,anm:habit
324,"전기 신호와 촉각, 두 가지를 한꺼번에 느끼는 대뇌 피질 구조 덕분에, 오리너구리는 먹이가 움직일 때 내보내는 미세한 자기장과 압력, 맥박 등을 모두 포착할 수 있다.","전기 신호와 촉각, 두 가지를 한꺼번에 느끼는 대뇌 피질 구조 덕분에, <sbj:오리너구리>는 먹이가 움직일 때 내보내는 미세한 <obj:자기장>과 압력, 맥박 등을 모두 포착할 수 있다.","{'start': 40, 'end': 44, 'text': '오리너구리', 'type': 'anm'}","{'start': 66, 'end': 68, 'text': '자기장', 'type': 'poh'}",no_relation,anm:physical,no_relation,no_relation,no_relation
325,"오리너구리가 왜 이와 같은 전기수용 능력을 뛰어난 수준으로 발달시켰는가 하는 의문에 대하여, 과학자들은 혼탁한 물 속 환경에서 먹이를 잡기 위하여 시각과 후각 대신 촉각을 예민한 수준으로 발달시켰을 것이라는 설을 제기하며, 이는 어쩌면 오리너구리가 이가 없는 것과도 관련이 있을지도 모른다.","<sbj:오리너구리>가 왜 <obj:이>와 같은 전기수용 능력을 뛰어난 수준으로 발달시켰는가 하는 의문에 대하여, 과학자들은 혼탁한 물 속 환경에서 먹이를 잡기 위하여 시각과 후각 대신 촉각을 예민한 수준으로 발달시켰을 것이라는 설을 제기하며, 이는 어쩌면 오리너구리가 이가 없는 것과도 관련이 있을지도 모른다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 9, 'end': 9, 'text': '이', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:physical,no_relation
326,단공류의 전기수용 체계는 대체적으로 보다 물과 가깝거나 습기 찬 기후를 가진 서식지를 가질수록 더 발달 수준이 뛰어나다는 특징이 있다.,<sbj:단공류>의 전기수용 체계는 대체적으로 보다 물과 가깝거나 습기 찬 <obj:기후>를 가진 서식지를 가질수록 더 발달 수준이 뛰어나다는 특징이 있다.,"{'start': 0, 'end': 2, 'text': '단공류', 'type': 'anm'}","{'start': 36, 'end': 37, 'text': '기후', 'type': 'poh'}",no_relation,anm:habit,no_relation,no_relation,no_relation
327,"오리너구리의 눈은 크게 발달하지도 않았고 물 속에서도 시야 확보를 위하여 쓰이지 않는 눈이지만, 오리너구리의 조상뻘 되는 종들이 한때 시각에 보다 크게 의존했다는 증거는 많이 남아 있다.","<sbj:오리너구리>의 <obj:눈>은 크게 발달하지도 않았고 물 속에서도 시야 확보를 위하여 쓰이지 않는 눈이지만, 오리너구리의 조상뻘 되는 종들이 한때 시각에 보다 크게 의존했다는 증거는 많이 남아 있다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 7, 'end': 7, 'text': '눈', 'type': 'poh'}",anm:physical,anm:origin,anm:physical,anm:physical,anm:physical
328,이와 같은 특질을 통해 오리너구리가 물 속에서의 시각을 도태시킨 대신 전기수용 체계를 발달시켜 수중·야간 활동에 성공적으로 적응하여 진화했다는 것을 알 수 있다.,이와 같은 특질을 통해 <sbj:오리너구리>가 물 속에서의 시각을 도태시킨 대신 전기수용 체계를 발달시켜 수중·야간 활동에 성공적으로 적응하여 <obj:진화>했다는 것을 알 수 있다.,"{'start': 13, 'end': 17, 'text': '오리너구리', 'type': 'anm'}","{'start': 74, 'end': 75, 'text': '진화', 'type': 'poh'}",anm:origin,anm:origin,anm:origin,anm:physical,anm:origin
329,내륙 지역에서는 분포지나 분포 한계선 따위가 명확하게 밝혀지지는 않았지만 적어도 사우스오스트레일리아주에서는 오리너구리가 자취를 감추었다.,내륙 지역에서는 분포지나 분포 한계선 따위가 명확하게 밝혀지지는 않았지만 적어도 <obj:사우스오스트레일리아주>에서는 <sbj:오리너구리>가 자취를 감추었다.,"{'start': 60, 'end': 64, 'text': '오리너구리', 'type': 'anm'}","{'start': 45, 'end': 55, 'text': '사우스오스트레일리아주', 'type': 'loc'}",anm:origin,anm:origin,anm:origin,no_relation,no_relation
330,"사육되는 개체는 최대 17년까지 살 수 있으며, 야생 개체는 대개 11년 정도 산 것들이 잡힌다.","사육되는 <sbj:개체>는 최대 <obj:17년>까지 살 수 있으며, 야생 개체는 대개 11년 정도 산 것들이 잡힌다.","{'start': 5, 'end': 6, 'text': '개체', 'type': 'anm'}","{'start': 12, 'end': 14, 'text': '17년', 'type': 'noh'}",anm:habit,anm:physical,anm:habit,anm:habit,anm:habit
331,천적이나 병에 의한 오리너구리의 사망률은 비교적 낮은 편이다.,<obj:천적>이나 병에 의한 <sbj:오리너구리>의 사망률은 비교적 낮은 편이다.,"{'start': 11, 'end': 15, 'text': '오리너구리', 'type': 'anm'}","{'start': 0, 'end': 1, 'text': '천적', 'type': 'poh'}",no_relation,anm:physical,no_relation,anm:enemy,no_relation
332,"또한, 1845년을 전후로 붉은여우가 들어오면서 개체 수에 변동이 있었을 가능성도 있다.","또한, <obj:1845년>을 전후로 <sbj:붉은여우>가 들어오면서 개체 수에 변동이 있었을 가능성도 있다.","{'start': 15, 'end': 18, 'text': '붉은여우', 'type': 'anm'}","{'start': 4, 'end': 8, 'text': '1845년', 'type': 'noh'}",anm:origin,anm:origin,anm:origin,anm:origin,no_relation
333,"오리너구리는 물 속에서 헤엄을 치는 능력이 뛰어나며, 시간을 대부분 물속 먹잇감을 사냥하는 데 보낸다.","<sbj:오리너구리>는 물 속에서 <obj:헤엄>을 치는 능력이 뛰어나며, 시간을 대부분 물속 먹잇감을 사냥하는 데 보낸다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 13, 'end': 14, 'text': '헤엄', 'type': 'poh'}",anm:habit,anm:habit,anm:physical,anm:habit,anm:habit
334,"오리너구리는 뚜렷하게 드러나는 귓바퀴가 없기 때문에, 특히 헤엄치고 있을 때는 여타 호주 포유동물들과 확연하게 구별된다.","<sbj:오리너구리>는 뚜렷하게 드러나는 <obj:귓바퀴>가 없기 때문에, 특히 헤엄치고 있을 때는 여타 호주 포유동물들과 확연하게 구별된다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 17, 'end': 19, 'text': '귓바퀴', 'type': 'poh'}",no_relation,no_relation,anm:physical,no_relation,no_relation
335,오리너구리는 뭍에 있을 때는 타원형으로 판 얕은 땅굴 속에서 쉰다.,<sbj:오리너구리>는 뭍에 있을 때는 타원형으로 판 얕은 <obj:땅굴> 속에서 쉰다.,"{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 27, 'end': 28, 'text': '땅굴', 'type': 'loc'}",anm:habit,no_relation,anm:habitat,no_relation,no_relation
336,"오리너구리는 굴은 항상 강가에 바짝 붙어서 파며, 종종 천적이 침입하기 어려운 나무뿌리 사이에 파기도 한다.","<sbj:오리너구리>는 굴은 항상 강가에 바짝 붙어서 파며, 종종 천적이 침입하기 어려운 <obj:나무뿌리> 사이에 파기도 한다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 44, 'end': 47, 'text': '나무뿌리', 'type': 'poh'}",no_relation,anm:habit,no_relation,no_relation,no_relation
337,"오리너구리는 하루에 제 몸무게의 20%에 달하는 양을 섭취해야 하며, 이를 위해 하루 12시간 동안 먹이를 찾아다닌다.","<sbj:오리너구리>는 하루에 제 몸무게의 <obj:20%>에 달하는 양을 섭취해야 하며, 이를 위해 하루 12시간 동안 먹이를 찾아다닌다.","{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 18, 'end': 20, 'text': '20%', 'type': 'noh'}",no_relation,anm:habit,no_relation,anm:habit,anm:habit
338,오리너구리가 맨 처음 유럽 자연과학자들에게 알려졌을 때 본 동물이 난생인지 태생인지에 관하여 일단의 논쟁이 있었다.,<sbj:오리너구리>가 맨 처음 유럽 <obj:자연과학자>들에게 알려졌을 때 본 동물이 난생인지 태생인지에 관하여 일단의 논쟁이 있었다.,"{'start': 0, 'end': 4, 'text': '오리너구리', 'type': 'anm'}","{'start': 15, 'end': 19, 'text': '자연과학자', 'type': 'per'}",anm:origin,anm:origin,anm:origin,no_relation,no_relation
339,"즉, 단공류는 알을 낳으며, 알이 세포 분열 단계에 있을 때 오직 한쪽 면에서만 분열하는 형태라는 것을 의미한다.","즉, <sbj:단공류>는 <obj:알>을 낳으며, 알이 세포 분열 단계에 있을 때 오직 한쪽 면에서만 분열하는 형태라는 것을 의미한다.","{'start': 3, 'end': 5, 'text': '단공류', 'type': 'anm'}","{'start': 8, 'end': 8, 'text': '알', 'type': 'poh'}",anm:physical,anm:physical,anm:physical,anm:habit,anm:habit
340,"한 수컷이 암컷 여러 마리의 암컷과 관계를 가지는 일부다처형 번식을 하며, 암컷은 성적으로 성숙해지는 2년부터 번식을 시작하는 것으로 여겨지지만 현재까지 확인된 번식 사례는 9살 이상으로 비교적 나이든 암컷들의 사례가 많다.","한 <sbj:수컷>이 <obj:암컷> 여러 마리의 암컷과 관계를 가지는 일부다처형 번식을 하며, 암컷은 성적으로 성숙해지는 2년부터 번식을 시작하는 것으로 여겨지지만 현재까지 확인된 번식 사례는 9살 이상으로 비교적 나이든 암컷들의 사례가 많다.","{'start': 2, 'end': 3, 'text': '수컷', 'type': 'anm'}","{'start': 6, 'end': 7, 'text': '암컷', 'type': 'anm'}",no_relation,anm:habit,no_relation,no_relation,no_relation
